x,y
0,173.5358068068589
1,196.42933986424475
2,212.40866758653752
3,240.80905042589004
4,243.6865366596015
5,275.3720521864194
6,298.74657257769786
7,296.99871829078876
8,297.6221808608895
9,309.5946192722529
10,304.4078214692333
11,296.3378348161218
12,297.27204404301995
13,304.60446208692684
14,302.2764808369836
15,277.3094178732927
16,272.38566223662616
17,259.52333527862265
18,238.91479579598587
19,247.29053453952628
20,223.76187977446637
21,206.68287097701884
22,215.12092436622763
23,205.1919339684651
24,185.8344507389823
25,179.43940645691453
26,174.01592171013215
27,174.2108804131648
28,180.24202716988611
29,182.79619739021206
30,190.51906507355943
31,193.83995174789402
32,219.94456906765177
33,227.5563607694832
34,233.60467693704976
35,259.5334330651721
36,264.8855766776965
37,283.4598650336697
38,286.59475055027923
39,298.2070652108997
40,299.6770568957371
41,318.2694037458088
42,332.366714591312
43,329.5043765828528
44,321.59275481562076
45,323.6654110568888
46,321.99493168643096
47,317.5167238350887
48,313.32438727171683
49,288.29069904455207
50,281.21731778379757
51,251.18412828668878
52,246.91256150122194
53,237.91444562215568
54,205.3025832171058
55,198.1472878338749
56,176.186353482542
57,154.54101085930608
58,139.34766163371816
59,118.78632938203286
60,109.25079855683707
61,110.91257965533507
62,102.36443788627818
63,73.99136518712147
64,77.55886700966842
65,89.83226773029956
66,102.29971924716862
67,96.33763770986585
68,123.58463569043899
69,112.22704373364927
70,118.66672972449092
71,124.15770553369721
72,134.9094286586748
73,143.70757853063714
74,158.45303479922433
75,169.66771436169242
76,181.36887648704834
77,200.90560500593125
78,193.14139085034873
79,197.0860593426287
80,179.62953179851073
81,186.84246429778645
82,192.13013092705802
83,170.68040253237555
84,180.37174811508348
85,163.5164539736532
86,151.0564118780515
87,154.5697606399323
88,132.56913355612258
89,112.18124642299458
90,103.0615523272824
91,86.22047370698452
92,79.06956525192406
93,56.300886081888564
94,50.24042351181818
95,47.14197680645945
96,25.291111945092375
97,40.435410622282674
98,0.0
99,28.639591303395747
100,45.375290310051604
101,41.275581845737555
102,48.00834011411201
103,65.68589790043401
104,79.30712842030484
105,87.40765251040058
106,115.89320471044134
107,131.7820751117647
108,136.43407543770812
109,153.88789925984716
110,182.9246573017699
111,196.9079462503163
112,197.60303459136782
113,231.37560305957564
114,233.14910610427043
115,237.00421441673183
116,244.54563435902352
117,256.60539065754153
118,274.7455271642359
119,238.95965335918532
120,256.2412428221471
121,254.50368366091794
122,238.68459907477134
123,246.90583631920634
124,214.9359266878803
125,212.76310475819633
126,204.14831794934827
