x,y
0.0,0.7727272727272727
0.010000833402783566,0.7678396871945259
0.02000166680556713,0.771505376344086
0.0300025002083507,0.7739491691104594
0.04000333361113426,0.7861681329423265
0.05000416701391783,0.7641739980449658
0.0600050004167014,0.7641739980449658
0.07000583381948496,0.7641739980449658
0.08000666722226853,0.771505376344086
0.0900075006250521,0.7776148582600195
0.10000833402783565,0.7653958944281525
0.11000916743061923,0.7751710654936461
0.1200100008334028,0.7690615835777126
0.13001083423618637,0.7641739980449658
0.1400116676389699,0.7653958944281525
0.15001250104175348,0.7641739980449658
0.16001333444453705,0.771505376344086
0.17001416784732062,0.7678396871945259
0.1800150012501042,0.771505376344086
0.19001583465288774,0.771505376344086
0.2000166680556713,0.7690615835777126
0.21001750145845488,0.759286412512219
0.22001833486123845,0.7690615835777126
0.23001916826402202,0.7653958944281525
0.2400200016668056,0.771505376344086
0.25002083506958916,0.7678396871945259
0.26002166847237274,0.771505376344086
0.27002250187515625,0.7739491691104594
0.2800233352779398,0.7690615835777126
0.2900241686807234,0.7690615835777126
0.30002500208350696,0.7739491691104594
0.31002583548629054,0.7690615835777126
0.3200266688890741,0.7812805474095796
0.3300275022918577,0.7776148582600195
0.34002833569464125,0.7739491691104594
0.3500291690974248,0.7812805474095796
0.3600300025002084,0.7690615835777126
0.37003083590299196,0.7690615835777126
0.3800316693057755,0.7641739980449658
0.39003250270855905,0.7690615835777126
0.4000333361113426,0.771505376344086
0.4100341695141262,0.7678396871945259
0.42003500291690976,0.771505376344086
0.43003583631969333,0.771505376344086
0.4400366697224769,0.7690615835777126
0.4500375031252605,0.7641739980449658
0.46003833652804405,0.7690615835777126
0.4700391699308276,0.7690615835777126
0.4800400033336112,0.771505376344086
0.4900408367363947,0.7776148582600195
0.5000416701391783,0.8057184750733137
0.5100425035419619,0.813049853372434
0.5200433369447455,0.813049853372434
0.530044170347529,0.7898338220918866
0.5400450037503125,0.7983870967741935
0.5500458371530961,0.7886119257086999
0.5600466705558796,0.7531769305962854
0.5700475039586632,0.7605083088954057
0.5800483373614468,0.771505376344086
0.5900491707642304,0.771505376344086
0.6000500041670139,0.7641739980449658
0.6100508375697975,0.7653958944281525
0.6200516709725811,0.7690615835777126
0.6300525043753646,0.7641739980449658
0.6400533377781482,0.7739491691104594
0.6500541711809318,0.7776148582600195
0.6600550045837154,0.771505376344086
0.6700558379864989,0.7751710654936461
0.6800566713892825,0.7690615835777126
0.6900575047920661,0.759286412512219
0.7000583381948496,0.7739491691104594
0.7100591715976332,0.7751710654936461
0.7200600050004168,0.7727272727272727
0.7300608384032004,0.7702834799608993
0.7400616718059839,0.7812805474095796
0.7500625052087674,0.7910557184750733
0.760063338611551,0.7800586510263929
0.7700641720143345,0.7788367546432062
0.7800650054171181,0.7861681329423265
0.7900658388199017,0.7861681329423265
